,ORG Name,ORG Link,Size,Sector,Country,Region,Report
177,CODiNEX Computers Limited,https://database.globalreporting.org/organizations/22249/,SME,Computers,ug,Africa,['2020 - GRI - Standards GRI - Standards: https://database.globalreporting.org/reports/76320/']
178,Cognition Holdings Limited (formerly Foneworx Holdings Ltd),https://database.globalreporting.org/organizations/6484/,Large,Telecommunications,za,Africa,"['2019 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/73924/', '2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/60995/', '2017 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/53363/', '2016 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/45718/', '2015 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/45717/', '2014 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/23417/', '2013 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/17468/', '2012 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/17469/', '2011 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/17470/']"
179,Colcom Holdings Limited,https://database.globalreporting.org/organizations/17123/,Large,Food and Beverage Products,zw,Africa,"['2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/55325/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/55324/']"
180,Colliers International,https://database.globalreporting.org/organizations/4779/,MNE,Real Estate,za,Africa,['2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/11985/']
181,Comair,https://database.globalreporting.org/organizations/6690/,Large,Aviation,za,Africa,"['2019 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/74203/', '2018 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/61270/', '2017 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/52728/', '2016 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/46737/', '2015 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/32637/', '2014 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/22572/', '2013 - GRI - G3.1 GRI - G3.1: https://database.globalreporting.org/reports/18457/', '2012 - GRI - G3.1 GRI - G3.1: https://database.globalreporting.org/reports/18459/', '2011 - GRI - G3.1 GRI - G3.1: https://database.globalreporting.org/reports/18458/']"
182,Combined Motor,https://database.globalreporting.org/organizations/4778/,Large,Automotive,za,Africa,"['2019 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/64166/', '2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/60595/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/46684/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/46683/', '2015 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/34580/', '2014 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/21417/', '2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/19088/', '2012 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/12794/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/19089/']"
183,Commercial International Bank,https://database.globalreporting.org/organizations/8431/,Large,Financial Services,eg,Africa,"['2020 - GRI - Standards GRI - Standards: https://database.globalreporting.org/reports/79645/', '2019 - GRI - Standards GRI - Standards: https://database.globalreporting.org/reports/66909/', '2018 - GRI - Standards GRI - Standards: https://database.globalreporting.org/reports/63921/', '2017 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/49996/', '2016 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/44503/', '2015 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/31972/', '2014 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/26669/']"
184,Compagnie Ivoirienne d'Electricité ( CIE),https://database.globalreporting.org/organizations/13617/,Large,Energy Utilities,ci,Africa,"['2018 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/64245/', '2017 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/55212/', '2016 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/44559/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/55213/', '2015 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/44564/']"
185,Compagnie Ivoirienne de Production d'Electricité ( CIPREL),https://database.globalreporting.org/organizations/13618/,SME,Energy,ci,Africa,"['2018 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/76389/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/76397/', '2016 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/44567/']"
186,Compu-clearing,https://database.globalreporting.org/organizations/7441/,Large,Telecommunications,za,Africa,"['2014 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/23579/', '2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/22332/', '2012 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/22297/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/22333/']"
187,Conduit Capital Limited,https://database.globalreporting.org/organizations/4777/,Large,Financial Services,za,Africa,"['2019 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/74211/', '2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/62703/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/53364/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/52727/', '2015 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/32662/', '2014 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/24582/', '2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/20289/', '2012 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/17604/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/11984/']"
188,Consolidated Infrastructure Group,https://database.globalreporting.org/organizations/4776/,Large,Energy Utilities,za,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/62704/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/53365/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/46728/', '2014 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/25314/', '2013 - GRI - G3.1 GRI - G3.1: https://database.globalreporting.org/reports/19267/', '2012 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/17457/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/11983/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/26298/']"
189,Control Instruments Group,https://database.globalreporting.org/organizations/4775/,MNE,Automotive,za,Africa,"['2014 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/19440/', '2012 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/14799/', '2011 - GRI - G3.1 GRI - G3.1: https://database.globalreporting.org/reports/11982/']"
190,ConvergeNet,https://database.globalreporting.org/organizations/4774/,Large,Telecommunications,za,Africa,"['2014 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/27290/', '2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/17605/', '2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/20290/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/11981/']"
191,Cooperative Bank of Kenya,https://database.globalreporting.org/organizations/7800/,Large,Financial Services,ke,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/62179/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/58744/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/49079/', '2014 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/24138/']"
192,Cooperative Bank of Oromia,https://database.globalreporting.org/organizations/16766/,Large,Financial Services,et,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/62713/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/54435/', '2015 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/54434/']"
193,Copperbelt Energy Corporation,https://database.globalreporting.org/organizations/17098/,Large,Energy Utilities,zm,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/62250/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/55290/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/55289/']"
194,Coronation Investment Management,https://database.globalreporting.org/organizations/4773/,MNE,Financial Services,za,Africa,"['2019 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/77022/', '2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/62705/', '2017 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/57875/', '2016 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/46732/', '2015 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/34601/', '2014 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/23870/', '2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/19019/', '2012 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/17458/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/11980/']"
195,Cosumar,https://database.globalreporting.org/organizations/22966/,Large,Food and Beverage Products,ma,Africa,['2019 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/79974/']
196,Cotlands,https://database.globalreporting.org/organizations/475/,SME,Non-Profit / Services,za,Africa,"['2017 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/57907/', '2016 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/45238/', '2015 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/33467/', '2014 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/45227/', '2013 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/19153/', '2012 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/14796/', '2011 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/10183/', '2010 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/5460/', '2009 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/3845/', '2008 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/2659/', '2005 - GRI - G2 GRI - G2: https://database.globalreporting.org/reports/848/']"
197,Country Bird,https://database.globalreporting.org/organizations/4772/,Large,Food and Beverage Products,za,Africa,"['2013 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/17459/', '2012 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/17460/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/11979/', '2010 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/26262/']"
198,CRDB Bank,https://database.globalreporting.org/organizations/17080/,Large,Financial Services,tz,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/62240/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/55253/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/55252/']"
199,Crédit du Maroc,https://database.globalreporting.org/organizations/22113/,Large,Financial Services,ma,Africa,"['2019 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/75934/', '2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/75944/']"
200,Crescent Farms Ltd,https://database.globalreporting.org/organizations/18279/,SME,Agriculture,gh,Africa,['2018 - GRI - Standards GRI - Standards: https://database.globalreporting.org/reports/60206/']
201,Cresta Marakanelo Limited,https://database.globalreporting.org/organizations/16750/,Large,Tourism/Leisure,bw,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/62350/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/54395/']"
202,Crookes Brothers Limited,https://database.globalreporting.org/organizations/6691/,MNE,Agriculture,za,Africa,"['2019 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/74181/', '2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/61170/', '2017 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/57908/', '2016 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/46701/', '2015 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/32663/', '2014 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/21440/', '2013 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/18460/', '2012 - GRI - G3.1 GRI - G3.1: https://database.globalreporting.org/reports/18461/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/18462/']"
203,Cullinan Holdings,https://database.globalreporting.org/organizations/7445/,Large,Tourism/Leisure,za,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/61397/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/46791/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/46790/', '2014 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/24119/', '2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/22315/', '2012 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/24120/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/27211/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/22314/']"
204,Curro Holdings,https://database.globalreporting.org/organizations/10000/,Large,Other,za,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/61146/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/57917/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/46564/', '2015 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/48665/', '2014 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/35221/', '2011 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/35222/']"
205,Custodian and Allied Plc,https://database.globalreporting.org/organizations/16955/,Large,Financial Services,ng,Africa,"['2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/54988/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/54987/']"
206,CV Telekom,https://database.globalreporting.org/organizations/9120/,Large,Telecommunications,cv,Africa,"['2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/55025/', '2016 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/44756/', '2015 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/29486/', '2014 - GRI - G3.1 GRI - G3.1: https://database.globalreporting.org/reports/29485/', '2013 - GRI - G3.1 GRI - G3.1: https://database.globalreporting.org/reports/29484/', '2012 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/29482/', '2010 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/29457/', '2009 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/29458/']"
