,ORG Name,ORG Link,Size,Sector,Country,Region,Report
344,Inyatsi Construction,https://database.globalreporting.org/organizations/17077/,Large,Construction,sz,Africa,['2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/55234/']
345,IPSA Group Plc,https://database.globalreporting.org/organizations/4742/,SME,Energy,za,Africa,['2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/11946/']
346,IQuad,https://database.globalreporting.org/organizations/4915/,Large,Financial Services,za,Africa,['2010 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/12291/']
347,IRAS,https://database.globalreporting.org/organizations/4474/,SME,Other,za,Africa,"['2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/57770/', '2014 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/25319/', '2012 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/11422/']"
348,Ireland Blyth Ltd Together,https://database.globalreporting.org/organizations/16937/,Large,Financial Services,mu,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/62926/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/54954/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/54953/']"
349,ISA Holdings,https://database.globalreporting.org/organizations/4741/,SME,Computers,za,Africa,"['2019 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/75901/', '2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/61307/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/52723/', '2016 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/46700/', '2015 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/34688/', '2014 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/21423/', '2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/18580/', '2012 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/18596/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/11945/']"
350,Italtile,https://database.globalreporting.org/organizations/6614/,MNE,Retailers,za,Africa,"['2019 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/74101/', '2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/60782/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/52720/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/46739/', '2015 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/34302/', '2014 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/22547/', '2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/18120/', '2012 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/18121/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/18103/']"
351,Jaiz Bank Plc,https://database.globalreporting.org/organizations/17058/,MNE,Financial Services,ng,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/62367/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/55190/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/55189/']"
352,Jan de Nul Group,https://database.globalreporting.org/organizations/16938/,Large,Construction,mu,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/62927/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/54956/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/54955/']"
353,Jasco Electronics,https://database.globalreporting.org/organizations/4740/,Large,Other,za,Africa,"['2019 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/74094/', '2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/60783/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/52725/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/46740/', '2015 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/34689/', '2014 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/22548/', '2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/17478/', '2012 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/17477/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/11944/']"
354,JD Group,https://database.globalreporting.org/organizations/3908/,Large,Retailers,za,Africa,"['2014 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/23419/', '2012 - GRI - G3.1 GRI - G3.1: https://database.globalreporting.org/reports/15065/', '2011 - GRI - G3.1 GRI - G3.1: https://database.globalreporting.org/reports/15064/', '2010 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/9817/']"
355,Jenvisen Packaging (U) Limted,https://database.globalreporting.org/organizations/22856/,SME,Other,ug,Africa,['2020 - GRI - Standards GRI - Standards: https://database.globalreporting.org/reports/79762/']
356,JSE Johannesburg Stock Exchange South Africa,https://database.globalreporting.org/organizations/4600/,MNE,Financial Services,za,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/61406/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/46652/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/42737/', '2015 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/27155/', '2014 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/19892/', '2012 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/11766/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/17485/']"
357,Jubilee Holdings Limited,https://database.globalreporting.org/organizations/17084/,Large,Financial Services,ke,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/62197/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/55259/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/55258/']"
358,Jubilee Platinum,https://database.globalreporting.org/organizations/6695/,Large,Mining,za,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/60792/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/60791/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/57816/', '2015 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/57808/', '2014 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/23668/', '2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/18471/', '2012 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/18472/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/19104/']"
359,Juhayna,https://database.globalreporting.org/organizations/22556/,Large,Food and Beverage Products,eg,Africa,['2020 - GRI - Standards GRI - Standards: https://database.globalreporting.org/reports/78202/']
360,Kagiso Media,https://database.globalreporting.org/organizations/4738/,Large,Media,za,Africa,"['2012 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/18110/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/26215/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/11942/']"
361,Kakira sugar works,https://database.globalreporting.org/organizations/22965/,Large,Food and Beverage Products,ug,Africa,['2020 - GRI - Standards GRI - Standards: https://database.globalreporting.org/reports/79866/']
362,Kalaz Media Limited,https://database.globalreporting.org/organizations/22914/,SME,Media,ug,Africa,['2020 - GRI - Standards GRI - Standards: https://database.globalreporting.org/reports/79845/']
363,KAP Industrial Holdings Limited,https://database.globalreporting.org/organizations/16428/,MNE,Conglomerates,za,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/62280/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/53442/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/53441/']"
364,KayDav,https://database.globalreporting.org/organizations/4737/,Large,Construction Materials,za,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/60560/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/61600/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/42764/', '2015 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/26537/', '2014 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/19446/', '2013 - GRI - G3.1 GRI - G3.1: https://database.globalreporting.org/reports/15066/', '2012 - GRI - G3.1 GRI - G3.1: https://database.globalreporting.org/reports/11941/', '2011 - GRI - G3.1 GRI - G3.1: https://database.globalreporting.org/reports/15068/']"
365,KCB Group,https://database.globalreporting.org/organizations/1326/,Large,Financial Services,ke,Africa,"['2018 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/78504/', '2017 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/50004/', '2014 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/24125/', '2011 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/7288/', '2008 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/2985/']"
366,Keaton Energy,https://database.globalreporting.org/organizations/3906/,Large,Mining,za,Africa,"['2016 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/42773/', '2015 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/33474/', '2014 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/22589/', '2013 - GRI - G3.1 GRI - G3.1: https://database.globalreporting.org/reports/18115/', '2012 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/15067/', '2011 - GRI - G3.1 GRI - G3.1: https://database.globalreporting.org/reports/15069/', '2010 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/9814/']"
367,Kelly Group,https://database.globalreporting.org/organizations/4736/,Large,Other,za,Africa,"['2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/60780/', '2012 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/25326/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/11940/', '2010 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/26267/']"
368,KenGen,https://database.globalreporting.org/organizations/15295/,Large,Energy Utilities,ke,Africa,"['2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/58747/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/50112/']"
369,KenolKobil Ltd,https://database.globalreporting.org/organizations/16867/,Large,Energy Utilities,ke,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/62198/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/54725/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/54733/']"
370,Kenya Airways Ltd,https://database.globalreporting.org/organizations/16868/,Large,Aviation,ke,Africa,"['2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/54731/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/54732/', '2015 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/54735/']"
371,Kenya Pipeline Company,https://database.globalreporting.org/organizations/16879/,Large,Energy Utilities,ke,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/62199/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/54766/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/54765/']"
372,Kenya Power & Lighting Co Ltd,https://database.globalreporting.org/organizations/16884/,Large,Energy Utilities,ke,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/62200/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/54810/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/54809/']"
373,Kenya Re-Insurance Corporation Ltd,https://database.globalreporting.org/organizations/16885/,Large,Financial Services,ke,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/62201/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/54812/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/54811/']"
374,Kinyara Sugar Works Limited,https://database.globalreporting.org/organizations/23046/,Large,Agriculture,ug,Africa,[]
375,Kumba Iron Ore,https://database.globalreporting.org/organizations/1340/,Large,Mining,za,Africa,"['2019 - GRI - Standards GRI - Standards: https://database.globalreporting.org/reports/77333/', '2017 - GRI - Standards GRI - Standards: https://database.globalreporting.org/reports/75121/', '2016 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/61561/', '2015 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/26403/', '2015 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/61553/', '2014 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/19396/', '2013 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/16582/', '2012 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/13642/', '2011 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/11938/', '2010 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/6016/', '2009 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/4310/', '2008 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/3014/']"
376,Kumba Resources,https://database.globalreporting.org/organizations/266/,Large,Mining,za,Africa,"['2011 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/9810/', '2005 - GRI - G2 GRI - G2: https://database.globalreporting.org/reports/955/', '2004 - GRI - G2 GRI - G2: https://database.globalreporting.org/reports/633/', '2003 - GRI - G2 GRI - G2: https://database.globalreporting.org/reports/405/']"
377,Labat Africa,https://database.globalreporting.org/organizations/4733/,SME,Other,za,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/74843/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/57967/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/46624/', '2015 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/27156/', '2014 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/27157/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/11936/']"
378,La Concorde Holdings (KWV Holdings),https://database.globalreporting.org/organizations/4734/,Large,Food and Beverage Products,za,Africa,"['2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/46886/', '2015 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/34692/', '2014 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/22110/', '2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/18114/', '2012 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/18113/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/11937/']"
379,Lafarge Africa,https://database.globalreporting.org/organizations/14980/,Large,Construction Materials,ng,Africa,"['2017 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/55349/', '2016 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/49067/']"
380,Lafarge Maroc,https://database.globalreporting.org/organizations/7482/,Large,Construction Materials,ma,Africa,"['2019 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/75931/', '2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/75927/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/75930/', '2015 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/35329/', '2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/22469/']"
381,Lesieur-Cristal,https://database.globalreporting.org/organizations/22948/,Large,Agriculture,ma,Africa,['2020 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/79972/']
382,Letshego,https://database.globalreporting.org/organizations/15269/,MNE,Financial Services,bw,Africa,"['2018 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/62364/', '2017 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/49991/', '2016 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/49992/', '2015 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/49993/']"
383,Lewis,https://database.globalreporting.org/organizations/6729/,MNE,Retailers,za,Africa,"['2019 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/75295/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/42664/', '2015 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/33475/', '2014 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/21476/', '2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/18581/', '2012 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/18582/']"
384,Liberty,https://database.globalreporting.org/organizations/525/,Large,Financial Services,za,Africa,"['2020 - GRI - Standards GRI - Standards: https://database.globalreporting.org/reports/80044/', '2019 - GRI - Standards GRI - Standards: https://database.globalreporting.org/reports/80043/', '2018 - GRI - Standards GRI - Standards: https://database.globalreporting.org/reports/58344/', '2017 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/36746/', '2017 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/74836/', '2016 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/52735/', '2015 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/26280/', '2014 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/19447/', '2013 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/18583/', '2012 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/18593/', '2011 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/9808/', '2010 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/6048/', '2009 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/4341/', '2008 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/3033/', '2007 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/2062/', '2006 - GRI - G2 GRI - G2: https://database.globalreporting.org/reports/1445/', '2005 - GRI - G2 GRI - G2: https://database.globalreporting.org/reports/959/']"
385,Liberty Kenya Holdings Ltd,https://database.globalreporting.org/organizations/16886/,Large,Financial Services,ke,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/62202/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/54813/']"
386,Life Healthcare Group,https://database.globalreporting.org/organizations/4556/,Large,Healthcare Services,za,Africa,"['2019 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/75475/', '2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/74093/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/57953/', '2016 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/46731/', '2015 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/34691/', '2014 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/23700/', '2013 - GRI - G3.1 GRI - G3.1: https://database.globalreporting.org/reports/18180/', '2012 - GRI - G3.1 GRI - G3.1: https://database.globalreporting.org/reports/15071/', '2011 - GRI - G3.1 GRI - G3.1: https://database.globalreporting.org/reports/11934/']"
387,Limuniti,https://database.globalreporting.org/organizations/4555/,SME,Healthcare Products,za,Africa,['2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/11932/']
388,Litha Healthcare Group,https://database.globalreporting.org/organizations/6712/,Large,Healthcare Products,za,Africa,"['2014 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/21346/', '2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/18541/', '2012 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/18543/']"
389,Little Eden Society,https://database.globalreporting.org/organizations/6731/,SME,Non-Profit / Services,za,Africa,"['2019 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/79567/', '2018 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/59564/', '2017 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/59565/', '2016 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/45362/', '2015 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/33476/', '2013 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/18584/', '2012 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/18594/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/18585/']"
390,Lonmin Platinum,https://database.globalreporting.org/organizations/4729/,MNE,Mining,za,Africa,"['2018 - GRI - Standards GRI - Standards: https://database.globalreporting.org/reports/80182/', '2017 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/57684/', '2015 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/53859/', '2015 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/53863/']"
391,LUX Island Resorts Ltd,https://database.globalreporting.org/organizations/8656/,MNE,Tourism/Leisure,mu,Africa,"['2016 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/43760/', '2015 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/34346/', '2015 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/27536/']"
392,LYDEC,https://database.globalreporting.org/organizations/16754/,Large,Water Utilities,ma,Africa,['2017 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/54453/']
393,Maghreb Steel,https://database.globalreporting.org/organizations/22942/,Large,Construction Materials,ma,Africa,['2019 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/79968/']
394,Malaysia Furnishing Centre,https://database.globalreporting.org/organizations/22848/,SME,Other,ug,Africa,['2020 - GRI - Standards GRI - Standards: https://database.globalreporting.org/reports/79708/']
395,Managed Care Economical Solutions,https://database.globalreporting.org/organizations/2873/,Large,Chemicals,za,Africa,['2011 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/7329/']
396,Managem,https://database.globalreporting.org/organizations/7287/,Large,Mining,ma,Africa,"['2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/56238/', '2015 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/35487/', '2014 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/22468/', '2011 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/21572/']"
397,Marac Jewellery,https://database.globalreporting.org/organizations/21918/,SME,Metals Products,gh,Africa,[]
398,Marenica Energy,https://database.globalreporting.org/organizations/6642/,Large,Mining,za,Africa,"['2019 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/74117/', '2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/60784/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/60806/', '2015 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/60805/', '2014 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/60804/', '2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/18183/', '2012 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/18184/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/18185/']"
399,Maroc Telecom,https://database.globalreporting.org/organizations/7279/,Large,Telecommunications,ma,Africa,"['2014 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/35325/', '2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/21539/', '2012 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/21538/', '2011 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/21537/']"
400,Marvel Investment,https://database.globalreporting.org/organizations/22852/,SME,Forest and Paper Products,ug,Africa,['2020 - GRI - Standards GRI - Standards: https://database.globalreporting.org/reports/79761/']
401,Mashonaland Holdings Limited,https://database.globalreporting.org/organizations/17135/,MNE,Real Estate,zw,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/62258/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/55366/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/55364/']"
402,Masonite Africa,https://database.globalreporting.org/organizations/6714/,Large,Forest and Paper Products,za,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/74877/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/74828/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/52606/', '2015 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/27158/', '2014 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/19449/', '2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/18545/', '2012 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/18546/']"
403,Massmart,https://database.globalreporting.org/organizations/532/,Large,Retailers,za,Africa,"['2019 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/74845/', '2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/57968/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/74822/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/42750/', '2015 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/27159/', '2014 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/19931/', '2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/18586/', '2012 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/10860/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/9802/', '2010 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/6097/', '2009 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/4371/', '2008 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/3055/', '2007 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/2079/', '2006 - GRI - G2 GRI - G2: https://database.globalreporting.org/reports/1454/', '2005 - GRI - G2 GRI - G2: https://database.globalreporting.org/reports/970/']"
404,Master Drill,https://database.globalreporting.org/organizations/7450/,Large,Mining,za,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/74878/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/61308/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/52748/', '2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/22324/', '2012 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/22325/']"
405,MAURITIUS INSTITUTE OF DIRECTORS,https://database.globalreporting.org/organizations/7226/,SME,Non-Profit / Services,mu,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/62970/', '2017 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/55307/', '2016 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/44764/', '2015 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/33604/', '2014 - GRI - G3.1 GRI - G3.1: https://database.globalreporting.org/reports/22971/', '2013 - GRI - G3.1 GRI - G3.1: https://database.globalreporting.org/reports/21176/']"
406,Mauritius Telecom,https://database.globalreporting.org/organizations/16939/,Large,Telecommunications,mu,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/62928/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/54958/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/54957/']"
407,Mauritius Union Group,https://database.globalreporting.org/organizations/13639/,Large,Financial Services,mu,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/62929/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/55308/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/49330/', '2015 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/44759/', '2014 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/44760/']"
408,Mazor,https://database.globalreporting.org/organizations/4593/,Large,Construction Materials,za,Africa,"['2019 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/75611/', '2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/57960/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/57961/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/42813/', '2015 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/34652/', '2014 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/21424/', '2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/18587/', '2012 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/11752/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/18588/']"
